,srcSpeed,srcAPS,srcGyroValue,srcRPM,srcTPS,srcMAF,srcEngineLoad,Diagnose
461,0,0,-0.445163489,1364.733333,14.509804,15.81666667,13.24183013,NULL
462,0,15.294118,-0.106183491,829.6774194,12.156863,2.048709677,26.04680584,NULL
463,0,0,0,256.2745098,17.593233,0.535882353,31.27258757,NULL
464,64.025,25.03921567,-0.689107675,1775.525,17.67647058,9.013,41.18627457,NULL
465,0,15.65490244,0,1269.41,14.55686256,4.5284,32.69019556,NULL
466,0,0,0.031053444,847.9488636,14.52762918,0,23.60071325,NULL
467,0,0,0.207806084,0,17.59358236,0,0,NULL
468,0,15.294118,-0.132007691,901.2407407,12.156863,2.240740741,25.51924489,NULL
469,0,15.294118,-0.077005421,750.545,11.78823542,2.7528,35.72549,NULL
470,38.2972973,0,0,1402.905405,15.77106573,0,37.73184916,NULL
471,0,0,0.18285988,458.5357143,15.26610632,0,28.06722707,NULL
472,0,0,-0.004637577,393.65,15.39215688,0,21.45751695,NULL
474,0,0,0,405.2987805,13.5054999,0,17.93400278,NULL
475,0,0,0,584.05,14.40285216,0,26.48841351,NULL
476,0,0,0,750.2416667,10.91503233,0,24.52287577,NULL
477,0,0,0,749.6272727,11.25846669,0,25.49019611,NULL
478,0,0,0.005488539,0,12.88888857,0,0,NULL
480,0,15.686275,0,679.4833333,16.88888878,2.671777778,33.25490196,NULL
481,0,0,-0.171029946,0,17.5098034,0,96.79084717,NULL
483,0,0,0.102444207,0,17.95877272,0,17.57667103,NULL
484,0.3,0,-0.028934138,243.95,16.90196037,0,19.13725428,NULL
486,0,14.93681849,1.192152642,832.4,12.54902,2.104222222,25.70806107,NULL
487,0,14.9339729,-0.013831167,0,15.62224939,0,0,NULL
488,0,14.93463983,-0.046040861,0,15.63398742,0,0,NULL
490,0,15.27706765,-0.154586553,829.3858696,11.764706,1.96,24.86786083,NULL
491,0,14.93333264,0.210238305,0,15.686275,0,0,NULL
492,0,14.93895604,0.084097403,0,15.686275,0,0,NULL
493,0,14.9999995,0.113327888,0,15.686275,0,0,NULL
494,0,14.9803916,0.024766272,0,15.686275,0,0,NULL
496,0,14.90196,-0.096734156,809.2302632,10.980392,2.762631579,31.86790513,NULL
497,93.28888889,29.76906356,-0.193816728,2586.327778,20.86274533,15,42.74509816,NULL
498,0,0,0.104183434,470.0172414,16.24746422,0,21.35226564,NULL
499,79.6,31.189543,0,2427.033333,29.98692867,24.086,65.07189453,NULL
500,0,0,0.187400788,0,12.38095207,0,0,NULL
501,0,14.90196,0.0899248,1108.48913,15.10656443,3.891304348,35.14066452,NULL
502,0,0,0.224302546,44.08823529,11.94925,0,4.982698824,NULL
503,0,14.96957345,-0.196849313,830.362069,12.54902,1.925172414,24.61122421,NULL
504,0,15.294118,-0.01164284,0,15.45418202,0,0,NULL
505,0,15.294118,-0.033959726,0,15.43936128,0,0,NULL
506,0,0,-0.280061895,0,16.75579273,0,23.57694667,NULL
507,0,0,-0.067196319,177.2105263,16.37426877,0,23.24045458,NULL
508,0,14.962292,0.086926214,0,15.686275,0,0,NULL
509,0,0,-0.001353524,590.86,15.78823468,0,23.96078458,NULL
510,0,15.294118,0.064887216,901.3846154,11.764706,1.940384615,21.49321323,NULL
511,0,15.294118,0.00743382,901.0044643,11.40056021,1.95625,21.99579902,NULL
512,0,0,-0.695172007,0,11.77124208,0,0,NULL
514,0,0,0,135.2875,19.15686345,0.56625,6.8039215,NULL
515,0,0,0,726.2375,20.08496795,5.076833333,21.30065365,NULL
517,2.8125,0,0.213200638,871.25,14.509804,10.535625,32.843137,NULL
518,0,15.294118,1.723415292,758.0458333,12.28104605,3.881166667,41.1633982,NULL
520,0,0,0,627.0333333,15.90196095,0,20.81045705,NULL
522,0,14.93843981,-0.064155741,0,15.46739672,0,0,NULL
523,0,14.91648437,0.820884715,843.7685185,12.54902,1.871481481,24.73493141,NULL
524,15.18333333,0,0.415235561,1123.445833,12.88235317,0,14.5163399,NULL
526,0,15.294118,-0.014629438,899.205,11.764706,2.0062,22.37647068,NULL
527,0,0,-0.275376126,261.2428571,11.43977566,0,13.68067217,NULL
528,0,15.294118,-0.051154725,795.2393617,12.54067594,3.893191489,44.62244457,NULL
529,0,0,-0.070514596,684.2426471,11.66089994,0,8.154555912,NULL
530,0,0,1.954789074,103.037037,12.37472733,0,5.679012222,NULL
531,0,15.294118,-0.212124021,766.03125,12.30392187,3.318,39.82352983,NULL
532,0,15.294118,-0.16708728,764.9656863,12.10303753,3.151960784,37.50865076,NULL
533,0,0,0.806611825,0,11.85185222,0,0,NULL
534,32.10344828,24.67883745,-0.181402711,1502.353448,16.84922262,9.43137931,53.5632179,NULL
535,44.64516129,0,-0.136234538,1237.16129,14.509804,14.97806452,61.48007458,NULL
536,0,14.992458,-0.000931441,0,15.686275,0,0,NULL
537,0,15.27959363,-0.050308257,832.25,11.764706,1.92962963,24.77850452,NULL
538,0,0,0,0,17.254902,0,13.72549014,NULL
539,0,0,-0.132639879,47.71052632,12.724458,0,1.857585105,NULL
540,0,0,-0.018311418,0,16.86274431,0,32.97603467,NULL
541,25.36666667,0,0.032082747,1535.779167,15.91503293,0,18.9084966,NULL
543,0,15.294118,1.170401261,761.4224138,13.4685599,3.713793103,58.43137314,NULL
544,0,0,0.008405145,801.8070175,13.98004823,0,21.9195054,NULL
545,0,0,0.039329265,0,12.6126123,0,0,NULL
546,0,0,1.504481549,812.5714286,0.980392214,8.759285714,23.90756346,NULL
547,0,0,0.009070136,0,16.33986852,0,0,NULL
548,0,0,-0.002032746,0,17.35294037,0,0,NULL
550,3.333333333,0,-0.344945161,871.9166667,1.056644897,9.825833333,21.07843144,NULL
551,12.02325581,0,0.056232454,994.6511628,0.592795233,11.69,11.35430933,NULL
552,7.163265306,0,-1.003365881,897.7755102,1.104441795,10.24632653,24.64185657,NULL
553,12.18333333,0,0.798177473,1080.716667,2.712418335,13.3565,21.24183028,NULL
555,16.23255814,0,-1.082639582,1196.976744,7.26858186,14.85790698,39.88144081,NULL
556,42.73913043,0,-0.146645276,1692.521739,13.34185852,23.06804348,32.95822641,NULL
557,0,0,0.057589737,89.41666667,15.66448731,0,2.069716667,NULL
558,0,0,0.006118835,478.0833333,16.14379038,0,16.2222216,NULL
560,26.96969697,0,0.238635948,1499.424242,7.985739779,19.08454545,35.71004115,NULL
